Date, Real Date, Net Count, Capture, Aggressive Capture
Fold 1,,,,
7/11/13, ,-31,0.175027345,0.175973876
5/8/13, ,-14,-0.022757691,-0.023311701
6/24/13, ,-19,0.394932749,0.396064927
8/22/13, ,-47,0.271152259,0.273797589
11/5/13, ,-70,0.065297262,0.066704011
11/22/13, ,-78,0.062685376,0.064092384
11/27/13, ,-79,0.066400657,0.068001398
11/6/13, ,-69,0.07585159,0.077264076
8/30/13, ,-47,0.323853291,0.326509211
11/15/13, ,-78,-0.012950262,-0.011674742
8/21/13, ,-48,0.191567432,0.194109366
10/15/13, ,-57,0.24849004,0.251239343
11/21/13, ,-79,0.055277793,0.056620983
4/26/13, ,-12,-0.072873469,-0.073380696
6/6/13, ,-15,0.317914686,0.318842251
10/17/13, ,-59,0.243306137,0.246036187
7/23/13, ,-34,0.023677392,0.024577223
9/17/13, ,-45,0.315987814,0.318666679
9/12/13, ,-44,0.315650773,0.318329055
5/31/13, ,-14,0.384747962,0.385724757
6/12/13, ,-14,0.353452117,0.354440065
3/27/13, ,-1,0,0
7/30/13, ,-36,0.00530365,0.006301284
8/9/13, ,-48,-0.089166502,-0.08820304
11/1/13, ,-69,0.065563465,0.066982327
4/18/13, ,-7,-0.091595689,-0.092166996
7/2/13, ,-19,0.301102015,0.302314626
8/13/13, ,-48,-0.097235305,-0.096282718
6/13/13, ,-15,0.328117195,0.329066074
10/23/13, ,-57,0.301708104,0.304489606
11/8/13, ,-72,0.0332145,0.034545566
6/26/13, ,-23,0.253092661,0.254158131
6/18/13, ,-18,0.302423916,0.303366548
11/4/13, ,-71,0.064791956,0.066198629
6/17/13, ,-17,0.302423916,0.303366548
8/6/13, ,-46,-0.056668105,-0.055825216
6/11/13, ,-15,0.329677794,0.33065103
9/5/13, ,-46,0.334420515,0.337126699
4/19/13, ,-6,-0.089507134,-0.090078074
8/29/13, ,-46,0.346580564,0.349278942
9/16/13, ,-44,0.315987814,0.318666679
6/14/13, ,-17,0.280961969,0.281893559
5/29/13, ,-13,0.026707692,0.026301807
4/17/13, ,-7,-0.098265134,-0.098867759
5/3/13, ,-16,-0.113459617,-0.114008004
4/24/13, ,-10,-0.106184366,-0.106845016
6/21/13, ,-21,0.297935617,0.298889529
5/7/13, ,-14,-0.024690908,-0.02525196
7/17/13, ,-29,0.197989687,0.198979967
4/12/13, ,-3,-0.035116986,-0.03528006
9/26/13, ,-51,0.258940375,0.261498726
6/5/13, ,-13,0.421550358,0.422708639
5/16/13, ,-15,-0.050903035,-0.051523085
10/4/13, ,-55,0.18369494,0.18624364
8/28/13, ,-47,0.32343548,0.326114198
5/22/13, ,-12,-0.005402237,-0.005892079
9/24/13, ,-48,0.272638462,0.27522269
5/21/13, ,-14,-0.013008545,-0.013517274
9/9/13, ,-46,0.237442107,0.240071558
8/7/13, ,-48,-0.106925358,-0.106024363
4/23/13, ,-9,-0.108525954,-0.109193957
9/18/13, ,-46,0.276882543,0.279492689
11/11/13, ,-73,0.012362279,0.013686195
5/20/13, ,-15,-0.040474913,-0.041064166
4/9/13, ,-4,-0.016491438,-0.016447565
5/17/13, ,-16,-0.042034975,-0.042628617
6/3/13, ,-14,0.411676781,0.412823681
10/11/13, ,-59,0.1719236,0.174427311
7/16/13, ,-30,0.18373263,0.184693319
9/10/13, ,-45,0.252469991,0.255108828
5/23/13, ,-12,-0.02986359,-0.030315902
6/28/13, ,-20,0.295279599,0.29648315
9/27/13, ,-53,0.187451733,0.189964494
12/3/13, ,-79,0.067014078,0.068614875
10/22/13, ,-57,0.288787614,0.291528895
10/30/13, ,-62,0.147713268,0.149257255
7/31/13, ,-37,9.92E-04,0.001961937
4/15/13, ,-5,-0.083265134,-0.083862018
4/25/13, ,-11,-0.068773188,-0.069280443
8/23/13, ,-46,0.294152386,0.296841774
5/15/13, ,-16,-0.0576728,-0.058297394
4/3/13, ,-1,0.025993011,0.026107098
8/1/13, ,-39,9.92E-04,0.001961937
8/8/13, ,-47,-0.099179853,-0.098259938
8/26/13, ,-45,0.322438575,0.325211717
6/27/13, ,-20,0.294866332,0.296070506
7/18/13, ,-30,0.05668534,0.057652635
7/24/13, ,-33,0.034618311,0.035525767
8/5/13, ,-46,-0.069046162,-0.068220744
7/3/13, ,-21,0.281102015,0.282208939
8/15/13, ,-49,-0.091013511,-0.090009649
4/5/13, ,-2,-0.0143409,-0.01429328
11/13/13, ,-76,-0.003428115,-0.002123026
10/2/13, ,-57,0.143168594,0.145637567
10/18/13, ,-57,0.303517389,0.306313612
10/3/13, ,-55,0.170441928,0.172947423
6/7/13, ,-14,0.32777763,0.328736731
5/2/13, ,-15,-0.065545755,-0.066053378
5/30/13, ,-13,0.359966992,0.360905632
9/3/13, ,-45,0.336129423,0.338835053
8/2/13, ,-45,-0.036963686,-0.036088766
11/7/13, ,-71,0.072613598,0.074023056
10/8/13, ,-56,0.177236917,0.179753818
9/6/13, ,-47,0.218624903,0.221232802
6/19/13, ,-19,0.275203286,0.276061991
7/25/13, ,-33,0.057314322,0.058330779
8/14/13, ,-49,-0.090668494,-0.089672159
7/26/13, ,-35,0.00530365,0.006301284
10/28/13, ,-61,0.218258058,0.220040084
5/1/13, ,-12,-0.074517717,-0.075028422
6/25/13, ,-20,0.349478203,0.350566634
4/1/13, ,-2,0.018297587,0.018405471
7/12/13, ,-30,0.168650448,0.169593976
