Date, Real Date, Net Count, Capture, Aggressive Capture
Fold 1
02/24/14, ,-45.0, 0.0022252448857414953, 0.0013183402569280495
04/10/14, ,-65.0, -0.37258951752292213, -0.37488146390947247
05/22/14, ,-86.0, -0.21785031551718984, -0.22118583961465954
01/03/14, ,-14.0, 0.09855439329771219, 0.09876367774714001
12/18/13, ,-3.0, 0.07209829837637274, 0.07217687679343146
06/25/14, ,-110.0, -1.222259890180231, -1.2309623740778795
04/30/14, ,-81.0, -0.027631286889992154, -0.030016781764950158
04/22/14, ,-72.0, -0.3244881641925469, -0.32668913925355514
01/07/14, ,-16.0, 0.1382397079830267, 0.1385084292270878
06/19/14, ,-103.0, -0.9906265474321683, -0.9990316991199908
12/09/13, ,-1.0, -0.004856680219920462, -0.00483755663139176
06/03/14, ,-87.0, -0.9391151174000922, -0.9473725223934595
03/26/14, ,-58.0, -0.3435644506088543, -0.34551371463048386
01/27/14, ,-34.0, 0.04982681606299799, 0.04978919738097039
04/02/14, ,-60.0, -0.3413892698887311, -0.343482350623313
03/03/14, ,-51.0, 0.053093680990174426, 0.05213058155081063
01/16/14, ,-21.0, 0.1449258936422573, 0.14513614865012522
06/27/14, ,-104.0, -1.1453816551665765, -1.1538468129582493
03/13/14, ,-52.0, 0.10147657291363693, 0.10050273322320943
02/20/14, ,-42.0, 0.09028912771984947, 0.09018549831278194
12/19/13, ,-4.0, 0.08431571361472305, 0.08445504344517732
07/04/14, ,-110.0, -1.1981776365830124, -1.2068263222362914
05/01/14, ,-80.0, -0.03089478712277504, -0.03326647881132925
07/03/14, ,-108.0, -1.175631217484869, -1.1842266501313794
07/07/14, ,-111.0, -1.2084383132330403, -1.217094247493673
01/22/14, ,-26.0, 0.13629491056841989, 0.13647530690081544
01/17/14, ,-22.0, 0.14103471261029385, 0.1412208859014959
06/18/14, ,-103.0, -0.9933119987509957, -1.0017449104948997
04/28/14, ,-81.0, -0.023269645766955963, -0.025310085513220528
02/06/14, ,-37.0, 0.03083440846979603, 0.030570770226359748
03/10/14, ,-51.0, 0.08587117439475479, 0.08481166072026973
06/13/14, ,-97.0, -0.9135462379090229, -0.9216434164049366
03/31/14, ,-64.0, -0.4070816775142218, -0.40936484685452373
03/17/14, ,-51.0, 0.09272501421611837, 0.09148992051630156
04/23/14, ,-75.0, -0.07448816419254684, -0.07658863667108246
06/16/14, ,-102.0, -0.9954102853553809, -1.0036573380454732
12/10/13, ,-2.0, -0.018867188100831156, -0.018866619201593382
05/13/14, ,-82.0, -0.19347143519613905, -0.1965827146780634
06/10/14, ,-97.0, -0.9577064114444196, -0.9659213507131406
01/23/14, ,-29.0, 0.13045055498552238, 0.13061770500404957
01/29/14, ,-35.0, 0.06842863437734524, 0.06844814817633821
02/26/14, ,-52.0, -0.044171555959983164, -0.04530312104991291
06/30/14, ,-104.0, -1.1449086876263388, -1.1533694687643898
01/30/14, ,-37.0, 0.026999202338603465, 0.026914959888894356
03/25/14, ,-56.0, -0.3228747954364405, -0.3247706589205775
12/27/13, ,-12.0, 0.08946927705235422, 0.0895836717973337
05/21/14, ,-85.0, -0.2138358634898915, -0.2171660343540489
04/16/14, ,-66.0, -0.31811102874420244, -0.3202944721818271
05/15/14, ,-84.0, -0.2041261076754228, -0.2072745685094837
12/23/13, ,-8.0, 0.08823401239983626, 0.08829115927489933
05/20/14, ,-86.0, -0.16479146907620584, -0.16801327212471798
12/25/13, ,-11.0, 0.09418625818442959, 0.09430701985786506
02/11/14, ,-39.0, 0.034300196067800263, 0.03403577259750033
07/10/14, ,-110.0, -1.228933353783653, -1.2375788326142036
05/23/14, ,-88.0, -0.21785031551718984, -0.22118583961465954
06/20/14, ,-106.0, -1.1199824236234874, -1.1284424287341668
03/14/14, ,-52.0, 0.09252093258346535, 0.0912819068083552
05/30/14, ,-85.0, -0.040176125357651964, -0.042710562573169325
01/21/14, ,-25.0, 0.13817618147143, 0.13835946181110143
04/08/14, ,-67.0, -0.37763379120546003, -0.37979290203440663
07/01/14, ,-103.0, -1.1437338755962636, -1.152192039166117
06/05/14, ,-95.0, -1.0010684779792385, -1.009457930636145
06/12/14, ,-97.0, -0.9584196229896478, -0.9666449521096211
12/31/13, ,-12.0, 0.10495221119023575, 0.10518074786622665
05/29/14, ,-87.0, -0.24626307869767816, -0.2495770221339243
06/06/14, ,-94.0, -0.9600746891593626, -0.9682942252184527
06/04/14, ,-90.0, -0.9497936881633171, -0.9581057131002209
04/01/14, ,-64.0, -0.4149180276019602, -0.41722618098941144
05/02/14, ,-79.0, -0.02607751137526675, -0.02844867096931849
02/27/14, ,-51.0, 0.015648454592617565, 0.014527677741041795
04/17/14, ,-70.0, -0.3327525936701952, -0.3350613254853595
03/27/14, ,-59.0, -0.3200797499561365, -0.321822745725857
12/17/13, ,-3.0, 0.017918180748285592, 0.0178967985517772
02/21/14, ,-43.0, 0.07258166642328538, 0.0724618866088916
02/03/14, ,-39.0, 0.027633600359753555, 0.027554529097490177
05/07/14, ,-79.0, -0.17382850591567578, -0.17675782154282232
12/03/13, ,-1.0, 0.0, 0.0
05/16/14, ,-86.0, -0.2050763306123426, -0.20822699893465926
03/28/14, ,-61.0, -0.3936266560763808, -0.39582620337508445
12/11/13, ,-5.0, -0.045313996012801394, -0.04542791458629476
12/12/13, ,-2.0, 0.022326936059873893, 0.022311099454432593
01/10/14, ,-16.0, 0.16444251823323203, 0.1647044607953584
12/24/13, ,-9.0, 0.08823401239983626, 0.08829115927489933
06/11/14, ,-96.0, -0.9450376278558277, -0.9532436903947239
